5158	8138	1
534	446	1
4075	10219	1
1957	553	1
981	11356	1
5062	10875	1
3596	4696	1
4104	3597	1
842	9505	1
1699	2474	1
836	28	1
2291	7052	1
2857	7923	1
3751	1748	1
511	212	1
4209	11092	1
3608	1058	1
1065	2486	1
2961	8041	1
270	12236	1
35	7201	1
950	3362	1
389	704	1
3450	2331	1
4214	808	1
5425	7510	1
2009	9097	1
4941	336	1
2160	2747	1
4114	9018	1
1873	2893	1
4969	4809	1
1904	1958	1
376	2984	1
1418	762	1
2923	10735	1
6	3658	1
4932	4198	1
4221	1472	1
1237	4192	1
3373	1575	1
127	3562	1
3157	907	1
3343	1473	1
4499	1094	1
3448	1975	1
5313	77	1
2418	3126	1
5163	11926	1
4415	3165	1
4732	5886	1
4547	1799	1
710	6592	1
4797	2095	1
2797	4350	1
2171	8214	1
1132	443	1
1178	1611	1
2903	4520	1
4777	248	1
1089	2579	1
1723	6256	1
4014	3982	1
2472	3494	1
230	2682	1
1589	10682	1
3798	6561	1
850	10707	1
4358	3976	1
4203	7347	1
3824	2575	1
586	2971	1
1903	1147	1
4408	1303	1
672	8467	1
5374	12423	1
3023	10226	1
4155	7696	1
2872	12750	1
332	2915	1
2047	6247	1
3095	6877	1
4127	11005	1
3608	9258	1
5264	6927	1
3035	13195	1
4946	3538	1
1198	8552	1
4730	7757	1
2349	7226	1
3976	808	1
1554	6800	1
1952	1577	1
2284	9955	1
5521	1740	1
4211	4690	1
3756	292	1
5195	4698	1
4995	1173	1
391	7004	1
5190	4627	1
4826	12574	1
2885	5958	1
5395	10977	1
50	9419	1
3730	155	1
2292	3229	1
2420	9767	1
3886	8063	1
1156	1176	1
1041	1418	1
5225	2231	1
5262	1598	1
2809	3283	1
4185	5282	1
2968	10376	1
443	4114	1
2556	1566	1
4361	7885	1
1559	2532	1
751	5089	1
4102	7905	1
5521	3880	1
2125	10117	1
3372	3234	1
1789	3925	1
790	11658	1
5015	9563	1
4100	184	1
629	9617	1
4413	5381	1
4642	7773	1
4014	1594	1
2813	2078	1
1404	8572	1
845	325	1
739	685	1
4143	7458	1
1508	8312	1
131	8853	1
4499	8364	1
1620	1013	1
1972	12046	1
2736	619	1
5031	1978	1
290	13374	1
4631	1440	1
2149	1992	1
4757	1986	1
1023	7756	1
3619	9104	1
5437	10645	1
1907	7812	1
4086	8505	1
2097	7902	1
2399	5848	1
5195	7601	1
1141	1930	1
4965	7049	1
1860	9780	1
1516	4688	1
2111	2022	1
5233	12791	1
5088	3124	1
108	1752	1
4190	5257	1
967	6493	1
1784	10431	1
3608	9253	1
2236	11702	1
4226	4971	1
2278	13005	1
5380	6721	1
3581	2794	1
320	10276	1
5400	6348	1
2418	9405	1
862	2088	1
3205	7546	1
3278	13276	1
3949	2286	1
472	1339	1
4910	3583	1
5350	6582	1
3210	2692	1
1669	12352	1
1057	28	1
1332	7471	1
3754	15	1
3762	6663	1
2407	3184	1
205	12902	1
3427	6238	1
902	3458	1
3664	3748	1
5099	815	1
4620	3982	1
1957	12830	1
1591	5898	1
2819	4875	1
4919	12254	1
2960	13056	1
4134	13562	1
5004	3700	1
2056	12812	1
3714	1227	1
2701	5059	1
4834	8676	1
3552	4727	1
2422	18	1
2019	1402	1
4949	3228	1
378	704	1
3783	5737	1
158	11813	1
5529	1338	1
858	7995	1
4774	7165	1
1014	5763	1
3134	4904	1
3962	8397	1
5423	1082	1
1167	5946	1
2775	8585	1
739	12550	1
3886	6826	1
4491	9979	1
4977	7090	1
2781	11022	1
5082	13323	1
4474	2696	1
4732	12865	1
1261	9104	1
356	8581	1
2171	522	1
125	4005	1
3774	9418	1
1958	8212	1
3690	1138	1
1951	3322	1
3042	413	1
2466	6877	1
2725	1627	1
35	9965	1
3134	9954	1
3503	2691	1
3205	9424	1
633	8268	1
623	13309	1
5428	6740	1
2524	341	1
4945	11587	1
4919	8130	1
5439	1119	1
4143	3202	1
3241	5172	1
2044	1706	1
4668	11114	1
4034	5292	1
1163	12124	1
733	2355	1
5261	6232	1
5372	10081	1
3503	10083	1
3385	11879	1
2147	6353	1
4026	13546	1
2417	9106	1
1511	1022	1
1701	2490	1
4201	479	1
1982	7970	1
1620	9741	1
807	7546	1
1305	9154	1
5095	9592	1
1168	4483	1
3446	108	1
5159	7050	1
2746	1767	1
1796	919	1
796	3017	1
4773	719	1
1312	12046	1
4986	768	1
4492	8201	1
1771	11922	1
5027	930	1
2723	2849	1
5198	4969	1
3002	5543	1
1506	11596	1
966	4385	1
5443	9165	1
3932	9926	1
3489	6384	1
1824	10063	1
2901	8750	1
3577	2993	1
796	918	1
2779	4353	1
825	973	1
4994	5315	1
1048	2501	1
50	1214	1
3652	11797	1
3608	1247	1
2923	11168	1
1773	9973	1
3625	8630	1
1481	12022	1
3604	1639	1
2200	5760	1
1048	9824	1
1194	2279	1
5167	6736	1
2729	29	1
821	8583	1
5283	10044	1
5217	5452	1
5167	1567	1
1976	8195	1
3983	3267	1
5471	2614	1
3877	5272	1
1484	1467	1
3055	86	1
462	1178	1
3378	10470	1
4977	4317	1
4096	13562	1
5505	5816	1
896	3982	1
2040	7144	1
4999	1817	1
3663	7980	1
2457	11797	1
4968	3948	1
4097	12610	1
1165	4698	1
2011	6270	1
1170	53	1
2056	9413	1
1690	4413	1
3581	8505	1
478	7433	1
4719	1961	1
4200	6012	1
4269	11184	1
5515	11076	1
4947	8142	1
1162	152	1
4521	10697	1
529	13375	1
3383	227	1
905	102	1
4159	9830	1
1163	10812	1
3917	864	1
4008	12646	1
429	6951	1
2336	12707	1
12	4729	1
5127	8684	1
2507	6858	1
1220	1764	1
127	9063	1
3896	6695	1
2146	4158	1
1229	2002	1
5380	7106	1
4368	1139	1
429	11411	1
5203	10633	1
2615	5641	1
4156	12144	1
5521	9065	1
4440	4918	1
1745	7856	1
1851	5	1
1498	8461	1
412	12695	1
4014	4247	1
3852	1402	1
2404	1817	1
2923	10329	1
4677	4011	1
1380	10774	1
4023	3415	1
4128	13495	1
380	8185	1
2457	10123	1
3770	2297	1
4060	5647	1
5518	1711	1
3619	7546	1
3880	6316	1
5262	1558	1
2555	3440	1
3700	154	1
3232	7360	1
2292	2529	1
319	11059	1
629	2293	1
638	11626	1
2577	5930	1
2473	8189	1
4372	962	1
1502	5739	1
2039	7173	1
3278	653	1
1370	8906	1
2016	11127	1
2108	10525	1
5140	11274	1
392	9894	1
342	9138	1
3150	4784	1
5519	12536	1
3925	2359	1
4807	889	1
3157	1143	1
2213	3255	1
1090	1677	1
2221	1579	1
1039	1257	1
2783	5558	1
4665	623	1
1796	5172	1
1851	10836	1
310	9204	1
88	1835	1
8	9423	1
2954	12378	1
2097	6856	1
5104	13429	1
5320	649	1
4105	526	1
2171	7747	1
2837	10469	1
4913	2902	1
3329	4610	1
2489	10203	1
5481	4070	1
4601	10274	1
4064	6197	1
2224	381	1
59	13288	1
1473	6127	1
3329	137	1
5112	5480	1
3304	8286	1
3438	2777	1
5420	3427	1
5446	10609	1
2027	7022	1
998	9403	1
1206	6552	1
364	535	1
5205	1193	1
1970	12876	1
2687	10460	1
2640	11680	1
2077	103	1
1150	9986	1
376	3639	1
1245	1193	1
4030	1962	1
1243	6	1
4674	3017	1
5051	9894	1
2259	1225	1
5233	12103	1
4533	2547	1
3355	7019	1
2965	2363	1
5039	11882	1
1710	3593	1
3024	9688	1
1878	1576	1
3774	10511	1
4217	1028	1
2029	8803	1
5156	1181	1
3752	6196	1
100	6503	1
2194	9165	1
2142	1114	1
3255	1052	1
5214	1441	1
5420	7097	1
5370	7967	1
3486	271	1
204	10924	1
1450	5261	1
5212	1395	1
5230	1185	1
2498	11117	1
4752	7136	1
3793	6556	1
4290	6021	1
306	11838	1
4436	8527	1
1637	9327	1
5015	897	1
1976	8022	1
3652	7189	1
4664	11993	1
1360	11407	1
4977	5567	1
5540	9349	1
4649	6574	1
3734	10724	1
4728	8706	1
2788	11590	1
4729	6558	1
2524	3737	1
3891	7395	1
1248	12462	1
712	690	1
4666	653	1
5181	5740	1
1307	975	1
4103	8178	1
3279	705	1
5515	27	1
4614	401	1
3427	2212	1
2030	8560	1
1625	7811	1
4437	12275	1
1141	4258	1
5079	29	1
4289	6029	1
1041	1423	1
4345	7451	1
4432	3090	1
1951	945	1
3061	6473	1
3266	5954	1
668	881	1
384	4180	1
1275	479	1
3145	4973	1
4182	6213	1
4609	972	1
3642	281	1
408	7390	1
3507	1402	1
2507	3015	1
5380	4723	1
1106	11187	1
429	2643	1
5410	267	1
3139	5754	1
4852	3109	1
3399	10372	1
3697	10073	1
3013	834	1
2258	13394	1
3399	11832	1
4317	59	1
4135	2408	1
305	7974	1
955	8255	1
5078	3872	1
2334	1767	1
4200	1837	1
4119	4605	1
5251	4627	1
1787	11568	1
1149	3982	1
4368	7995	1
24	13302	1
3041	8419	1
3318	2380	1
191	5845	1
4498	9859	1
4217	7885	1
3360	2921	1
4925	8480	1
5171	1190	1
3719	9475	1
994	1575	1
2775	7825	1
3279	478	1
1913	5682	1
3827	4917	1
2890	8832	1
47	12155	1
686	699	1
2747	9027	1
4297	12566	1
5163	7095	1
3120	7036	1
974	2668	1
1782	1076	1
3001	2569	1
4272	6722	1
4028	3499	1
2408	838	1
4582	4659	1
846	4777	1
3766	585	1
2469	6597	1
1783	3587	1
3056	4749	1
1988	9393	1
2180	10437	1
828	8326	1
5395	1558	1
1301	550	1
119	2614	1
3621	6527	1
853	9176	1
960	667	1
2927	5380	1
2054	13411	1
1229	1972	1
919	2241	1
1312	4368	1
3360	13516	1
2624	4557	1
3450	7484	1
4760	8461	1
2764	3574	1
4006	3638	1
2505	8771	1
2393	10158	1
2118	763	1
1117	454	1
2833	1889	1
3295	6962	1
598	2301	1
2244	2310	1
1003	7065	1
2328	239	1
5516	3120	1
1596	13442	1
2745	10620	1
3103	7106	1
4828	3001	1
668	13061	1
2067	7903	1
4932	206	1
4051	1797	1
3515	5951	1
511	1226	1
1360	11456	1
3404	8237	1
5158	5205	1
4313	5153	1
3368	3794	1
2656	10011	1
3121	8571	1
1957	6465	1
2305	2034	1
4050	12055	1
4687	10696	1
4807	9744	1
3676	2654	1
3818	12015	1
1486	8641	1
877	9502	1
4030	1906	1
1139	13508	1
1622	5564	1
5541	4376	1
1104	12849	1
3664	11069	1
334	7036	1
590	846	1
5535	8471	1
5012	4137	1
3756	7747	1
1861	3466	1
4656	13388	1
824	12843	1
880	10508	1
2039	7323	1
1165	6496	1
3065	7342	1
1312	3241	1
3473	3570	1
2004	9890	1
2089	2472	1
3957	437	1
2586	209	1
3918	11121	1
4515	11988	1
5315	532	1
1769	12413	1
2719	8140	1
2543	4476	1
2401	12628	1
1185	2673	1
685	2864	1
1141	6363	1
5334	11368	1
5030	7549	1
5347	11320	1
4918	4959	1
1951	3033	1
5108	11754	1
21	5619	1
1222	7697	1
5311	5477	1
5023	861	1
3834	1195	1
1050	104	1
4520	11055	1
994	1550	1
4014	11296	1
558	143	1
4254	528	1
3055	112	1
3164	3128	1
3879	6783	1
1535	3174	1
2328	7546	1
5007	419	1
1979	618	1
794	9476	1
4925	4686	1
3611	10308	1
746	294	1
597	4764	1
9	9605	1
3401	3982	1
18	3592	1
4026	10637	1
3907	11297	1
4398	1178	1
1390	2384	1
574	1008	1
265	1901	1
3756	6473	1
2407	1756	1
2897	6523	1
3971	7445	1
928	11926	1
1701	9464	1
3506	8862	1
1022	1441	1
361	12886	1
3970	3137	1
1160	7716	1
5243	4297	1
3449	880	1
3273	2029	1
3898	12936	1
3427	8023	1
4531	68	1
4314	3930	1
4993	27	1
5296	9184	1
1648	1020	1
1059	24	1
420	6495	1
3253	2278	1
736	4302	1
1484	1949	1
1031	1006	1
725	4438	1
1019	10405	1
4260	609	1
624	12963	1
3289	4330	1
2389	3661	1
35	71	1
5437	12036	1
1729	7614	1
4593	13563	1
2240	4531	1
1648	1581	1
361	11534	1
5243	3619	1
2259	791	1
2073	631	1
4787	642	1
2466	627	1
5454	4809	1
724	9440	1
293	560	1
3010	1131	1
571	7756	1
3075	6948	1
1951	7138	1
3317	814	1
2636	467	1
3153	12065	1
2477	447	1
3266	11299	1
5209	3446	1
1097	8139	1
3215	282	1
1338	1194	1
492	2458	1
4050	1630	1
3450	7483	1
877	9993	1
3722	11578	1
4408	8617	1
1187	11039	1
167	1548	1
1655	3002	1
1223	8234	1
642	3102	1
3369	312	1
3550	13181	1
624	3186	1
4199	1204	1
4965	10228	1
1969	9465	1
1849	8021	1
4800	4859	1
364	3277	1
4818	1794	1
3001	11418	1
4001	1728	1
3978	612	1
2694	10435	1
5083	4182	1
610	5108	1
4733	7738	1
4435	5399	1
4720	13248	1
4413	12361	1
1031	37	1
4946	9641	1
4787	12272	1
4917	5982	1
1166	5008	1
2862	4041	1
5296	4893	1
2396	9745	1
2366	4198	1
259	469	1
3962	11971	1
3138	489	1
2200	786	1
3802	7762	1
4977	5864	1
4963	2868	1
3163	1013	1
1404	10638	1
3445	6552	1
1189	6269	1
5181	2917	1
4764	9340	1
5493	1930	1
1781	10297	1
5204	13469	1
3607	5920	1
994	1625	1
4346	37	1
322	13572	1
3640	6579	1
1432	10376	1
3266	12998	1
2851	133	1
1993	6359	1
404	9431	1
1506	9566	1
3453	317	1
2944	12047	1
4239	2594	1
621	12876	1
3461	4798	1
4482	3303	1
4843	2550	1
1163	12880	1
3831	29	1
4559	11807	1
69	11459	1
3326	7364	1
3331	560	1
5428	8165	1
636	4775	1
333	2743	1
339	8486	1
4335	629	1
1277	12672	1
599	12252	1
50	1614	1
4709	9907	1
4156	7032	1
5519	11633	1
3752	2019	1
1524	4507	1
5529	6169	1
4246	8090	1
1664	4984	1
3370	11898	1
692	3488	1
1760	11566	1
5086	3283	1
2288	5310	1
4143	5268	1
4732	12417	1
1833	3	1
5007	9139	1
5428	2627	1
5493	449	1
3804	8983	1
1343	3831	1
1622	869	1
1969	8480	1
4729	4131	1
4004	1669	1
3288	7409	1
2765	9640	1
1519	8345	1
55	2803	1
1449	13455	1
2627	10036	1
4685	13411	1
3582	381	1
5019	11176	1
4064	7980	1
4533	3680	1
4988	28	1
4426	10233	1
4882	13101	1
4277	1938	1
2991	2538	1
60	7160	1
5502	6442	1
5157	419	1
566	2446	1
1838	1945	1
3846	2799	1
4938	12622	1
3637	6542	1
5540	7356	1
4499	9598	1
2819	1095	1
5288	3459	1
1652	8298	1
1302	10279	1
4878	1564	1
4508	12136	1
4478	6520	1
739	5499	1
2046	8238	1
3107	10658	1
4214	4242	1
1080	10364	1
1860	11274	1
575	3776	1
333	2755	1
2387	9060	1
1511	1867	1
598	10366	1
2775	5480	1
5274	6891	1
3756	9447	1
1371	6087	1
4929	9219	1
4052	1539	1
2503	12766	1
3584	8714	1
1908	2588	1
4542	1477	1
2170	4570	1
5438	4028	1
389	8137	1
1330	13369	1
434	9010	1
3173	2310	1
5113	227	1
265	1193	1
2383	4620	1
5547	5542	1
3325	7630	1
2141	1308	1
2135	2290	1
5521	7075	1
378	13347	1
513	2293	1
406	4081	1
330	12172	1
1870	7136	1
2912	510	1
428	973	1
520	6618	1
890	8421	1
3360	5856	1
4729	7970	1
4202	70	1
5277	11586	1
2110	10480	1
31	1526	1
1982	5743	1
3812	4180	1
2873	949	1
1432	11495	1
49	2195	1
4203	6302	1
2422	1482	1
1023	11578	1
4457	706	1
132	7681	1
2948	13429	1
5204	1886	1
3179	8419	1
5352	3848	1
5501	9669	1
2663	8512	1
2110	4598	1
2183	8351	1
5352	7546	1
3210	3639	1
35	4060	1
3458	7776	1
2961	7221	1
3470	7198	1
3177	2479	1
1669	7811	1
4128	13185	1
1181	7143	1
3987	4407	1
5197	5148	1
4711	4268	1
4944	12844	1
2837	13323	1
181	8963	1
1711	6855	1
3803	4897	1
1014	4131	1
307	12819	1
2861	13096	1
2854	10772	1
1699	11089	1
1573	6081	1
3112	6640	1
4671	5127	1
963	5938	1
2221	1181	1
496	2224	1
3455	8431	1
4398	3056	1
4731	4136	1
4504	13477	1
5420	531	1
1285	2096	1
4828	7964	1
3092	9483	1
3827	249	1
3339	12446	1
5181	951	1
4956	1150	1
1384	11819	1
3413	3555	1
929	9892	1
1519	10033	1
5411	2886	1
2203	5814	1
389	531	1
649	9320	1
5209	9349	1
3558	2080	1
3204	11243	1
2111	8435	1
11	3673	1
1658	5892	1
4154	5947	1
281	875	1
3179	3576	1
2142	5875	1
2029	5465	1
2217	3499	1
4550	1462	1
2816	2816	1
223	7923	1
4556	10431	1
498	11625	1
1390	803	1
1430	4930	1
2994	6949	1
2051	4102	1
2926	8773	1
3481	10610	1
826	5856	1
5332	2241	1
4749	8758	1
4330	13501	1
3055	1354	1
1655	2750	1
2930	2031	1
4421	8970	1
1425	5722	1
203	7216	1
3963	1360	1
2590	2081	1
3243	13320	1
5244	3805	1
3241	10334	1
574	995	1
534	12588	1
5112	2024	1
5125	11606	1
2759	313	1
217	877	1
3974	7546	1
1860	11037	1
3558	11816	1
5178	4896	1
1904	2076	1
1404	1710	1
1432	11332	1
85	3232	1
4896	10362	1
4197	630	1
1856	490	1
1074	1336	1
3210	2664	1
1481	5907	1
389	10485	1
5404	12445	1
1684	9195	1
4405	11365	1
1153	13029	1
3953	696	1
1319	40	1
113	266	1
444	1078	1
3588	1988	1
1080	10503	1
522	7424	1
894	6629	1
5128	1502	1
3766	7688	1
4050	1091	1
4255	4656	1
3047	68	1
538	3349	1
1039	3678	1
3558	401	1
3454	2744	1
23	2788	1
4626	3017	1
605	7478	1
4259	12585	1
1835	4923	1
3179	9112	1
2786	4131	1
1260	4391	1
2708	10411	1
3823	7032	1
1904	7944	1
4735	2236	1
4736	3592	1
960	7403	1
1324	8002	1
680	13143	1
1141	1838	1
4877	1737	1
3445	5402	1
2038	5998	1
2092	3020	1
258	9473	1
2216	1614	1
3812	4664	1
3910	8304	1
5521	3501	1
131	1566	1
4349	9501	1
4807	9738	1
496	11807	1
434	4795	1
2274	10097	1
1025	9174	1
1861	1578	1
2775	6173	1
2433	12567	1
3035	6507	1
3643	11459	1
2720	10910	1
701	4539	1
966	3279	1
1496	8331	1
4180	7736	1
2121	6969	1
1972	10234	1
4588	3724	1
3277	5695	1
2243	12877	1
1676	13382	1
4797	4690	1
4352	3184	1
3051	7105	1
4430	486	1
858	1235	1
3179	1119	1
3410	9215	1
1031	7971	1
3134	4507	1
4971	9463	1
4749	9355	1
4438	6	1
1533	2241	1
1511	1868	1
5189	10283	1
3281	13138	1
1883	9211	1
2948	13315	1
2831	6511	1
3767	13284	1
1324	2221	1
2624	11882	1
712	12211	1
3289	8790	1
3282	12750	1
205	12811	1
3885	6470	1
3134	7355	1
4302	8663	1
4220	653	1
3896	3333	1
5296	2299	1
1584	136	1
974	4877	1
334	8654	1
5236	8470	1
163	3	1
416	3089	1
4140	2944	1
646	1981	1
28	6800	1
3570	5632	1
1784	12830	1
1289	802	1
1745	6503	1
5021	3	1
